phone.number,account.length,international.plan,voice.mail.plan,number.vmail.messages,total.day.minutes,total.day.calls,total.day.charge,total.eve.minutes,total.eve.calls,total.eve.charge,total.night.minutes,total.night.calls,total.night.charge,total.intl.minutes,total.intl.calls,total.intl.charge,number.customer.service.calls
 374-2374,136, no, yes,19,174,96,29.58,217.2,126,18.46,220.3,97,9.91,11.4,3,3.08,1
 351-1816,149, no, no,0,221.4,95,37.64,198.7,63,16.89,106.2,70,4.78,10,3,2.7,1
 416-3576,108, no, no,0,133.1,52,22.63,256.3,103,21.79,247.2,118,11.12,11.9,3,3.21,3
 378-6684,25, no, no,0,195.2,77,33.18,193.4,81,16.44,231.8,59,10.43,12.2,4,3.29,2
 405-2038,104, no, no,0,246.4,108,41.89,205.5,102,17.47,208.1,125,9.36,14.1,8,3.81,2
 390-1597,25, no, no,0,199.2,80,33.86,123.2,84,10.47,82.3,77,3.7,9.6,4,2.59,2
 327-9613,140, no, yes,24,235.4,92,40.02,160.9,71,13.68,211.9,99,9.54,8.9,2,2.4,3
 331-9226,46, yes, yes,27,170.9,73,29.05,184.7,77,15.7,130.8,94,5.89,6.1,7,1.65,2
 371-7947,106, no, no,0,155.9,90,26.5,198,101,16.83,189.1,95,8.51,8,2,2.16,2
 376-5968,81, no, yes,43,102.4,102,17.41,225.3,104,19.15,182.3,97,8.2,7.1,5,1.92,2
 422-8152,33, no, no,0,200.5,117,34.09,159.9,111,13.59,196.2,84,8.83,16.3,6,4.4,3
 330-5602,77, no, yes,32,192.2,101,32.67,165.4,84,14.06,230.2,129,10.36,8,6,2.16,1
 396-7652,87, no, yes,28,202.7,124,34.46,248.9,98,21.16,184.7,50,8.31,14.7,6,3.97,1
 333-1661,72, no, yes,38,84.3,116,14.33,267.2,127,22.71,167.7,75,7.55,8.3,6,2.24,4
 419-9550,45, no, yes,18,168,127,28.56,155.5,76,13.22,152.7,127,6.87,11.8,5,3.19,0
 416-6596,41, yes, yes,31,278.1,86,47.28,268.1,103,22.79,241.5,77,10.87,11.3,4,3.05,0
 348-3424,122, no, no,0,128.3,89,21.81,237.7,62,20.2,166.6,128,7.5,11.2,5,3.02,1
 336-2113,92, no, yes,21,227.8,107,38.73,156.4,70,13.29,259.7,72,11.69,12.4,3,3.35,0
 393-8963,65, yes, no,0,54.8,74,9.32,239.8,93,20.38,214.4,91,9.65,13.4,5,3.62,1
 407-1491,57, no, yes,24,140.2,102,23.83,170.1,107,14.46,143.7,102,6.47,14,1,3.78,1
 342-6864,127, no, no,0,271.2,110,46.1,213.5,80,18.15,201.8,102,9.08,13.2,4,3.56,0
 378-5140,121, no, no,0,180,116,30.6,196.4,112,16.69,280.3,95,12.61,10.1,5,2.73,2
 414-8045,117, no, no,0,189.8,122,32.27,235.6,94,20.03,270.8,120,12.19,12.7,2,3.43,1
 369-5896,37, no, no,0,257.3,117,43.74,134.5,92,11.43,306.2,102,13.78,8.2,5,2.21,3
 348-6199,162, no, no,0,103.3,93,17.56,210.6,87,17.9,187.2,118,8.42,11.4,6,3.08,1
 408-8885,193, no, no,0,208.1,115,35.38,178,104,15.13,195.9,95,8.82,12.4,9,3.35,3
 361-8630,80, no, no,0,195.1,65,33.17,214,80,18.19,124.4,96,5.6,9.2,6,2.48,2
 416-9174,176, no, no,0,162.6,97,27.64,227.8,107,19.36,218.8,92,9.85,11.3,4,3.05,1
 377-6340,76, no, no,0,168.4,74,28.63,161,83,13.69,147.4,117,6.63,8,4,2.16,1
 346-1098,89, no, yes,24,197.8,84,33.63,223.2,117,18.97,201.7,132,9.08,5.7,4,1.54,1
 374-4186,128, no, no,0,212.4,118,36.11,148.6,108,12.63,214.8,98,9.67,9.8,5,2.65,1
 419-8866,138, no, no,0,63.7,114,10.83,212.2,132,18.04,247.6,114,11.14,8.8,4,2.38,0
 342-3593,90, no, no,0,193.8,90,32.95,206.6,98,17.56,153.3,120,6.9,10.1,9,2.73,3
 345-7512,57, no, yes,25,144,81,24.48,187.2,112,15.91,158.6,122,7.14,8.5,6,2.3,3
 343-6820,177, no, yes,29,189,91,32.13,303.1,96,25.76,163.6,116,7.36,15.7,1,4.24,3
 338-4794,67, no, yes,33,127.5,126,21.68,296.1,129,25.17,200.9,91,9.04,13,3,3.51,1
 355-8388,98, no, yes,23,168.9,98,28.71,226.3,117,19.24,165.5,96,7.45,14.3,3,3.86,0
 409-6884,140, no, no,0,204.7,100,34.8,126.8,107,10.78,202.8,115,9.13,12.1,4,3.27,2
 340-4599,43, no, no,0,203.5,125,34.6,116.4,92,9.89,184.4,118,8.3,13.6,5,3.67,1
 419-8830,133, no, no,0,226.8,87,38.56,127.9,93,10.87,160.1,89,7.2,9.2,3,2.48,0
 419-2044,166, no, yes,26,152.1,114,25.86,89.3,67,7.59,194.6,111,8.76,7.5,6,2.03,0
 378-4742,86, no, no,0,139.1,95,23.65,146.2,82,12.43,186.8,120,8.41,11.8,5,3.19,2
 379-6150,117, no, no,0,150.5,121,25.59,345.1,132,29.33,183.9,97,8.28,8.3,2,2.24,0
 422-8906,86, no, no,0,231.9,73,39.42,165.9,123,14.1,225.7,86,10.16,11.5,3,3.11,3
 364-3553,74, no, no,0,207.1,79,35.21,182,100,15.47,233.7,73,10.52,7.4,8,2,1
 373-2387,178, no, no,0,225.4,104,38.32,110.7,90,9.41,134.1,109,6.03,15.3,5,4.13,2
 392-4556,95, no, yes,45,116.4,115,19.79,283.7,123,24.11,285.2,103,12.83,12.8,4,3.46,1
 353-1300,85, no, no,0,195.7,104,33.27,182.9,121,15.55,324.7,110,14.61,8.6,9,2.32,0
 339-7623,81, no, no,0,79.4,99,13.5,144.7,90,12.3,204.7,114,9.21,9.1,5,2.46,0
 388-6925,41, no, no,0,102.9,114,17.49,107.9,119,9.17,277.6,99,12.49,11,4,2.97,6
 405-4441,217, no, no,0,99.7,74,16.95,183.1,97,15.56,220.3,73,9.91,14.4,4,3.89,0
 396-9684,79, no, no,0,213.4,107,36.28,176.2,82,14.98,180.1,125,8.1,7.9,4,2.13,0
 397-3854,15, no, no,0,185.1,103,31.47,193.8,148,16.47,305.2,79,13.73,13.2,6,3.56,5
 394-2549,96, no, no,0,166.5,101,28.31,78.3,108,6.66,221.9,112,9.99,11.5,10,3.11,3
 407-6746,140, no, no,0,220.1,100,37.42,182.2,112,15.49,250.3,98,11.26,11.6,8,3.13,1
 337-1017,102, yes, no,0,78.4,117,13.33,214.7,113,18.25,119.5,75,5.38,7.2,5,1.94,0
 367-1806,67, no, no,0,102.8,93,17.48,137.8,91,11.71,158.9,110,7.15,8.9,5,2.4,1
 376-9077,136, yes, yes,22,160.3,115,27.25,273.2,88,23.22,203.2,89,9.14,11.7,2,3.16,0
 381-7440,105, no, no,0,181.3,134,30.82,136,84,11.56,271.2,122,12.2,10.3,3,2.78,1
 371-9388,38, no, no,0,281.1,113,47.79,236.1,82,20.07,230.1,60,10.35,10.9,3,2.94,1
 330-9102,91, no, no,0,172.5,56,29.33,276.5,70,23.5,180.9,90,8.14,6.9,2,1.86,3
 399-1377,110, no, no,0,251.3,91,42.72,207.2,95,17.61,249,70,11.21,12.9,2,3.48,1
 366-7430,74, no, no,0,141.9,103,24.12,201,110,17.09,211.2,117,9.5,10.9,11,2.94,1
 395-5549,79, no, yes,30,148,96,25.16,149.6,128,12.72,220.3,99,9.91,9.7,5,2.62,3
 393-3431,114, yes, no,0,200.7,72,34.12,271.2,79,23.05,188.2,97,8.47,13.4,7,3.62,2
 411-4797,44, no, no,0,238.3,83,40.51,193.7,112,16.46,167.7,79,7.55,9.4,6,2.54,5
 334-8668,107, no, no,0,220.1,103,37.42,200.4,94,17.03,272.6,147,12.27,7.4,5,2,2
 385-8301,104, no, yes,15,124.7,99,21.2,188.3,108,16.01,208.6,95,9.39,8,3,2.16,0
 413-6417,98, no, no,0,147,101,24.99,202.5,89,17.21,250.8,97,11.29,9.2,3,2.48,1
 378-7171,60, no, no,0,194.2,107,33.01,174,107,14.79,89.3,83,4.02,11.2,2,3.02,2
 337-5390,138, no, yes,33,214.9,91,36.53,288.7,97,24.54,262.7,64,11.82,8.1,2,2.19,0
 413-8297,89, no, no,0,269.8,94,45.87,227,125,19.3,212.2,135,9.55,4.7,6,1.27,1
 414-9924,22, no, yes,29,151.2,147,25.7,203.2,135,17.27,296.1,98,13.32,11.1,2,3,2
 336-7762,69, no, no,0,111.3,110,18.92,226.8,107,19.28,187.6,66,8.44,10.2,12,2.75,1
 385-8758,106, no, no,0,273.8,120,46.55,149.3,104,12.69,193.9,127,8.73,11.2,3,3.02,0
 402-7173,104, no, no,0,142.6,88,24.24,85.4,96,7.26,246.4,80,11.09,14,4,3.78,1
 396-8663,174, no, no,0,178,49,30.26,141.5,83,12.03,265.1,114,11.93,6.2,5,1.67,3
 400-6520,127, no, yes,33,180.5,94,30.69,241.9,107,20.56,225.4,113,10.14,7.4,2,2,1
 344-7508,2, no, yes,27,141.7,125,24.09,160.7,136,13.66,170.3,81,7.66,9.3,2,2.51,1
 396-1316,91, no, no,0,289.3,73,49.18,179.8,86,15.28,186.7,94,8.4,6.4,7,1.73,1
 389-8812,34, no, yes,26,193.4,91,32.88,198.3,94,16.86,257.2,94,11.57,9.5,5,2.57,2
 380-5600,111, no, no,0,184.2,92,31.31,215,96,18.28,100.1,64,4.5,11.3,4,3.05,1
 409-9699,110, no, yes,30,144.1,87,24.5,229.8,88,19.53,174.7,90,7.86,12.4,4,3.35,2
 396-6712,65, no, no,0,180.3,84,30.65,199.9,129,16.99,280.1,62,12.6,12.1,1,3.27,3
 330-2627,51, no, yes,24,179.2,76,30.46,253.3,64,21.53,196.5,108,8.84,15.1,3,4.08,1
 392-8252,64, no, no,0,50.6,91,8.6,308.9,78,26.26,255.4,114,11.49,13.7,5,3.7,2
 379-8315,117, no, no,0,223.7,73,38.03,205.2,69,17.44,282.9,51,12.73,11.1,1,3,2
 369-9280,38, no, no,0,220.5,110,37.49,180.8,114,15.37,156.5,102,7.04,5.6,7,1.51,1
 420-1296,112, yes, no,0,217.6,110,36.99,195.7,105,16.63,178.8,106,8.05,10.4,8,2.81,2
 421-7427,48, no, yes,37,138.3,81,23.51,187.6,74,15.95,158,113,7.11,11.6,1,3.13,2
 385-2811,105, no, no,0,160.3,86,27.25,195.2,80,16.59,163.3,109,7.35,12.7,3,3.43,2
 349-8988,140, no, no,0,191.8,67,32.61,261.1,52,22.19,252.7,112,11.37,10.8,3,2.92,6
 333-7221,67, no, no,0,166.6,102,28.32,226.3,110,19.24,147.2,121,6.62,9.1,6,2.46,3
 391-6973,43, no, yes,24,207,109,35.19,181.7,100,15.44,148.7,111,6.69,5.7,6,1.54,1
 371-9065,185, no, yes,18,103.9,112,17.66,230,111,19.55,155.7,119,7.01,8.5,5,2.3,0
 389-3992,99, no, no,0,214.9,103,36.53,218.4,121,18.56,272.6,110,12.27,9.6,3,2.59,2
 364-1001,52, no, no,0,165.9,122,28.2,212.2,107,18.04,202.1,94,9.09,8.3,3,2.24,1
 371-7406,200, yes, yes,29,92.2,95,15.67,200,101,17,119.1,99,5.36,5.7,1,1.54,1
 387-7338,82, no, no,0,182.3,106,30.99,259.9,102,22.09,150.5,98,6.77,10.9,6,2.94,1
 419-8947,143, no, no,0,211.4,94,35.94,184.5,89,15.68,243.2,108,10.94,5.5,5,1.49,1
 386-8678,71, no, yes,27,151.2,118,25.7,228,82,19.38,169.8,113,7.64,5.6,17,1.51,0
 417-9122,124, no, no,0,178.8,64,30.4,226,118,19.21,240.5,89,10.82,5.5,4,1.49,2
 369-5327,172, no, no,0,136,90,23.12,184,89,15.64,137.5,48,6.19,5.5,3,1.49,0
 402-4898,97, no, no,0,87.1,110,14.81,202.1,110,17.18,137.9,89,6.21,14.4,4,3.89,2
 422-3701,120, no, no,0,169,87,28.73,111.1,93,9.44,118.7,102,5.34,12.2,3,3.29,3
 342-5610,83, no, no,0,196.7,117,33.44,272,89,23.12,199.9,62,9,10.1,11,2.73,3
 343-2507,92, no, no,0,114.6,94,19.48,209,78,17.77,209.7,97,9.44,8.3,5,2.24,2
 370-9624,130, no, no,0,204.5,88,34.77,178.4,85,15.16,229.6,78,10.33,12.6,8,3.4,0
 392-4026,97, yes, no,0,272.8,60,46.38,216.5,113,18.4,245.1,67,11.03,6.1,8,1.65,5
 386-4495,53, no, yes,22,174.8,110,29.72,191.4,104,16.27,119.5,103,5.38,12,2,3.24,3
 373-3185,87, yes, no,0,128.9,71,21.91,281.9,91,23.96,209.1,100,9.41,9.9,4,2.67,0
 369-9169,138, no, no,0,54.8,123,9.32,147.5,76,12.54,173.6,119,7.81,11.5,1,3.11,1
 378-3392,136, no, no,0,259,105,44.03,166.9,125,14.19,255.1,107,11.48,11.1,3,3,3
 413-2720,98, no, no,0,182.6,76,31.04,145.2,75,12.34,162.6,127,7.32,12,1,3.24,6
 388-1570,109, no, no,0,123,111,20.91,237.2,103,20.16,258.8,91,11.65,9.3,12,2.51,1
 345-9530,84, no, no,0,169.9,96,28.88,190.3,103,16.18,188,82,8.46,8.6,2,2.32,2
 354-1588,157, no, yes,27,201.4,85,34.24,101.3,60,8.61,258.5,113,11.63,11.9,5,3.21,2
 338-3265,74, no, yes,24,124.2,146,21.11,266.2,84,22.63,156.7,108,7.05,11.5,6,3.11,3
 357-1685,66, no, no,0,128.2,109,21.79,274.5,112,23.33,211,90,9.49,8.1,4,2.19,0
 361-7238,142, no, yes,20,214.3,126,36.43,250.1,102,21.26,189.7,116,8.54,10.6,4,2.86,4
 346-4638,136, no, yes,24,243.3,107,41.36,226.8,111,19.28,138.5,117,6.23,11,4,2.97,4
 358-4536,75, no, yes,17,200.7,107,34.12,212.5,109,18.06,204,136,9.18,12.9,3,3.48,4
 408-3215,59, no, no,0,231.4,93,39.34,168,92,14.28,257.2,124,11.57,11.4,5,3.08,2
 401-5654,45, no, yes,32,235,85,39.95,240.5,101,20.44,147.1,88,6.62,7.7,3,2.08,2
 416-9329,48, no, no,0,237.5,117,40.38,211.1,114,17.94,163.9,114,7.38,9.7,3,2.62,1
 369-8569,16, no, no,0,228.3,80,38.81,130.9,75,11.13,156.7,98,7.05,8.4,9,2.27,1
 361-7995,140, no, no,0,160.5,123,27.29,185.9,110,15.8,150.4,94,6.77,10.7,5,2.89,1
 393-8065,108, no, yes,48,185.6,125,31.55,224.6,125,19.09,284.7,87,12.81,6.9,3,1.86,1
 402-7954,53, no, no,0,214.3,138,36.43,232.2,99,19.74,0,0,0,8.3,5,2.24,1
 397-9729,91, no, no,0,240.8,105,40.94,192.8,93,16.39,253.4,69,11.4,7.6,3,2.05,4
 393-9679,105, no, no,0,104.2,75,17.71,272.9,91,23.2,187.2,107,8.42,9.2,2,2.48,1
 345-4482,122, no, no,0,273.8,94,46.55,237.1,131,20.15,295.9,89,13.32,10.4,2,2.81,3
 333-9428,26, yes, no,0,194.4,105,33.05,238.3,100,20.26,239.1,129,10.76,9.6,5,2.59,0
 405-3504,129, no, no,0,130.2,94,22.13,195.2,126,16.59,195.5,68,8.8,7.6,5,2.05,2
 390-5776,118, yes, yes,52,123.7,114,21.03,133.2,137,11.32,191.8,102,8.63,7.9,3,2.13,0
 389-4585,152, no, no,0,142.8,106,24.28,230.5,87,19.59,212.8,74,9.58,7.2,8,1.94,0
 332-7088,51, no, yes,32,206.1,134,35.04,179.6,84,15.27,332.2,90,14.95,10.2,2,2.75,3
 369-1521,57, no, yes,25,182.4,92,31.01,214.7,104,18.25,174.4,110,7.85,10.1,2,2.73,1
 410-2570,60, no, yes,43,179.9,100,30.58,245.1,71,20.83,225.7,114,10.16,11.4,4,3.08,2
 387-5736,103, no, no,0,228.4,103,38.83,97.3,129,8.27,199.9,67,9,9.4,7,2.54,3
 347-9629,57, no, no,0,202,100,34.34,168.9,90,14.36,231.8,119,10.43,3.4,4,0.92,1
 397-5715,84, no, no,0,148.8,89,25.3,189.8,93,16.13,147.6,73,6.64,6.3,2,1.7,1
 405-6013,166, yes, no,0,191.3,120,32.52,167.3,88,14.22,162.9,110,7.33,10.2,2,2.75,2
 402-2371,130, no, no,0,159.9,70,27.18,236.8,127,20.13,227.9,95,10.26,9,1,2.43,1
 422-7769,116, yes, no,0,191.7,97,32.59,176.2,127,14.98,103.9,96,4.68,4.9,4,1.32,2
 342-8290,51, no, no,0,86.4,102,14.69,202.1,113,17.18,113,84,5.09,11.9,6,3.21,2
 352-4586,161, no, no,0,151.2,89,25.7,228.4,117,19.41,169.3,107,7.62,9.3,2,2.51,2
 367-7186,39, no, no,0,196.2,105,33.35,306.8,111,26.08,201.5,110,9.07,6.9,11,1.86,0
 365-2713,130, no, no,0,182.1,136,30.96,204.2,99,17.36,355.1,135,15.98,12,7,3.24,2
 377-6009,42, no, no,0,155.1,110,26.37,160.8,109,13.67,237.4,115,10.68,11.3,2,3.05,3
 336-3641,97, no, yes,27,125.9,90,21.4,123.4,91,10.49,230,71,10.35,7.3,7,1.97,0
 386-1232,127, no, yes,29,136.1,146,23.14,302.6,105,25.72,163.1,116,7.34,18.5,2,5,2
 397-9547,34, no, yes,33,284.3,115,48.33,204.8,125,17.41,143,83,6.44,3.5,4,0.95,0
 368-2580,116, no, no,0,199.7,76,33.95,98.5,104,8.37,220.1,108,9.9,13.7,6,3.7,1
 402-2974,158, no, no,0,98.2,87,16.69,198.3,71,16.86,246,99,11.07,13,5,3.51,2
 340-7792,86, no, yes,23,247.6,65,42.09,255.7,104,21.73,150,138,6.75,7.3,5,1.97,3
 382-5340,21, no, no,0,254.3,87,43.23,215.5,95,18.32,236.3,98,10.63,11.6,5,3.13,1
 390-8352,78, no, no,0,241.3,113,41.02,146.6,97,12.46,129,131,5.81,11.8,6,3.19,3
 412-1996,137, no, no,0,111.8,106,19.01,281.9,89,23.96,233,93,10.49,11.5,4,3.11,4
 350-9459,84, no, no,0,163.7,123,27.83,175,93,14.88,194,115,8.73,8,5,2.16,1
 422-3465,132, no, no,0,164,112,27.88,243.6,80,20.71,155.5,122,7,10.2,4,2.75,1
 351-3505,126, no, no,0,97,96,16.49,213.1,79,18.11,322.2,79,14.5,10.8,3,2.92,5
 338-3267,83, no, no,0,195.2,101,33.18,188.7,38,16.04,270,91,12.15,11.4,3,3.08,0
 370-8625,49, yes, no,0,157.6,101,26.79,256.4,69,21.79,260.8,107,11.74,9.8,4,2.65,1
 410-3903,148, no, no,0,168.7,125,28.68,208.5,79,17.72,184.1,86,8.28,6.8,6,1.84,2
 380-4273,43, no, no,0,253.6,110,43.11,253.3,92,21.53,161.3,103,7.26,10.2,3,2.75,3
 405-8165,78, no, yes,38,199,96,33.83,75.5,93,6.42,180.2,78,8.11,7.5,7,2.03,1
 360-8224,65, no, no,0,182.5,58,31.03,201.9,93,17.16,189.1,97,8.51,8.6,5,2.32,1
 390-7408,79, no, no,0,81.2,91,13.8,215.7,126,18.33,245.9,85,11.07,10.9,4,2.94,1
 404-8841,76, no, no,0,179.1,110,30.45,157.2,81,13.36,240,109,10.8,6.5,3,1.76,0
 416-3550,124, no, no,0,182.7,98,31.06,197.2,93,16.76,220.6,105,9.93,8.1,4,2.19,1
 392-5428,98, no, no,0,207,94,35.19,256.3,64,21.79,137.6,60,6.19,10.4,4,2.81,2
 354-8345,142, no, no,0,243.4,76,41.38,161.4,102,13.72,120.5,105,5.42,10,5,2.7,4
 334-2938,146, no, no,0,157.4,89,26.76,196,117,16.66,147.7,150,6.65,10.8,4,2.92,0
 406-4649,84, no, no,0,233.9,76,39.76,153.2,96,13.02,228,82,10.26,12.8,5,3.46,3
 396-5467,200, no, no,0,195.4,71,33.22,249.4,96,21.2,233.1,132,10.49,12.9,2,3.48,3
 375-7203,17, no, no,0,180.4,121,30.67,228.5,111,19.42,199.5,99,8.98,14.8,5,4,0
 364-8533,84, no, no,0,172.3,92,29.29,224.2,96,19.06,223.4,100,10.05,9.7,1,2.62,2
 375-6587,67, no, no,0,144.7,91,24.6,219.6,106,18.67,233.5,98,10.51,12.6,8,3.4,1
 402-1792,125, no, no,0,143.6,119,24.41,238.5,119,20.27,173.6,89,7.81,10.9,4,2.94,2
 351-3853,61, no, no,0,88.1,60,14.98,129.7,108,11.02,169,87,7.61,13.3,4,3.59,2
 395-1103,103, no, yes,30,254.1,75,43.2,200.4,116,17.03,185.9,109,8.37,6.6,2,1.78,2
 407-2847,20, no, no,0,131.5,64,22.36,161.8,124,13.75,158.6,106,7.14,14.8,5,4,0
 406-8007,115, no, no,0,156.8,104,26.66,264.7,84,22.5,249,112,11.21,7.4,8,2,0
 399-1571,139, no, no,0,196.9,58,33.47,137.1,91,11.65,216.6,101,9.75,9.8,3,2.65,1
 343-7745,96, no, no,0,178,140,30.26,294.6,125,25.04,242.2,91,10.9,12,6,3.24,2
 410-6499,101, no, no,0,195.8,105,33.29,184.5,109,15.68,172,128,7.74,11.8,2,3.19,2
 371-7111,86, no, yes,26,141.3,120,24.02,134.6,98,11.44,195.9,94,8.82,13.3,5,3.59,1
 394-7129,42, no, yes,21,125.5,67,21.34,166.7,90,14.17,227.1,97,10.22,11,1,2.97,2
 392-2267,48, no, no,0,200.5,117,34.09,225.3,123,19.15,134,89,6.03,6.7,5,1.81,4
 333-6661,134, no, no,0,205.5,87,34.94,208.9,67,17.76,182.3,69,8.2,5.2,3,1.4,2
 378-2996,149, no, no,0,152.1,116,25.86,164.3,83,13.97,142.8,98,6.43,7.6,3,2.05,0
 399-2354,120, no, no,0,216.5,113,36.81,251.8,91,21.4,164.5,125,7.4,7.3,1,1.97,3
 413-6583,62, no, no,0,119.3,94,20.28,224,81,19.04,156.7,78,7.05,12.1,6,3.27,5
 371-1481,84, no, yes,25,113.9,90,19.36,257,99,21.85,214.5,98,9.65,12.9,8,3.48,4
 351-4786,16, no, no,0,228.6,130,38.86,208.4,103,17.71,195.3,118,8.79,11.9,7,3.21,0
 328-1728,80, no, no,0,106.5,116,18.11,104.8,67,8.91,183.2,124,8.24,8.2,5,2.21,1
 414-6137,78, no, no,0,254.1,112,43.2,215.9,80,18.35,267.1,124,12.02,16.3,3,4.4,0
 364-5210,104, no, yes,44,163.2,69,27.74,271.7,107,23.09,175.6,109,7.9,9.9,2,2.67,3
 375-2367,102, no, yes,48,134,83,22.78,234.3,128,19.92,197.3,107,8.88,7.8,4,2.11,6
 387-2232,74, no, yes,38,176,84,29.92,288.2,103,24.5,178.2,86,8.02,14.8,5,4,2
 362-9630,135, no, no,0,180.1,112,30.62,257.2,89,21.86,131.6,111,5.92,11.4,7,3.08,1
 334-9218,55, no, no,0,180.1,77,30.62,235.5,98,20.02,169.4,104,7.62,11.1,2,3,0
 366-3815,106, no, no,0,94.8,113,16.12,283.2,95,24.07,219.3,106,9.87,6.8,4,1.84,1
 335-1608,34, no, no,0,210.4,75,35.77,205.1,108,17.43,230.5,129,10.37,12.5,2,3.38,1
 378-3789,100, no, no,0,174.2,93,29.61,235,101,19.98,264.2,83,11.89,9.9,7,2.67,1
 379-8123,127, no, no,0,189.7,110,32.25,142.4,116,12.1,175.2,79,7.88,8.5,8,2.3,2
 339-1089,65, no, yes,19,259,96,44.03,332.3,106,28.25,130.1,95,5.85,7.5,7,2.03,1
 335-1545,109, no, yes,39,86.4,69,14.69,189.1,108,16.07,225.4,119,10.14,4.8,4,1.3,2
 391-1025,98, no, no,0,136.9,120,23.27,180.6,84,15.35,172.9,94,7.78,11.9,4,3.21,4
 345-4308,76, no, yes,17,234.9,111,39.93,255.4,143,21.71,194.6,80,8.76,15.4,3,4.16,1
 415-7128,141, no, no,0,196.5,104,33.41,175.1,111,14.88,209.6,110,9.43,14.1,4,3.81,6
 397-2910,136, no, no,0,221.4,120,37.64,249.5,78,21.21,192,68,8.64,13.6,2,3.67,0
 395-2561,69, no, yes,33,170.2,113,28.93,192.4,69,16.35,112,108,5.04,13,1,3.51,2
 369-2037,42, no, no,0,191.9,139,32.62,304.2,91,25.86,179.5,91,8.08,11.7,4,3.16,0
 376-6510,162, yes, no,0,172.1,138,29.26,165.9,93,14.1,279,81,12.56,9.2,6,2.48,2
 411-3123,49, no, no,0,189.9,104,32.28,247.4,120,21.03,159.8,113,7.19,10.1,6,2.73,1
 386-6362,103, no, no,0,147.8,71,25.13,182.6,103,15.52,260.8,95,11.74,6.9,3,1.86,1
 335-3768,102, no, no,0,62.5,68,10.63,222.2,114,18.89,142.4,96,6.41,12.5,5,3.38,1
 376-5983,222, no, no,0,256.6,119,43.62,230.8,98,19.62,236,97,10.62,12.2,5,3.29,1
 357-3354,100, no, yes,20,123.7,98,21.03,200.8,125,17.07,181,118,8.15,9.6,5,2.59,1
 334-6819,86, no, no,0,113.1,77,19.23,294.4,126,25.02,101.4,94,4.56,13.4,3,3.62,1
 385-4368,94, no, yes,38,220,102,37.4,180.3,119,15.33,136.2,90,6.13,10.3,2,2.78,1
 419-6650,106, no, no,0,147.7,105,25.11,215,129,18.28,267.2,95,12.02,11,3,2.97,1
 382-2277,91, no, no,0,271.9,106,46.22,231.9,116,19.71,247,110,11.12,9.3,3,2.51,1
 372-9024,62, no, no,0,196.2,107,33.35,103.9,104,8.83,203.8,88,9.17,13.2,4,3.56,1
 406-6159,47, no, no,0,111.3,92,18.92,109.4,108,9.3,116.9,80,5.26,10.8,8,2.92,1
 418-1149,51, no, no,0,176.7,129,30.04,218.9,125,18.61,183.9,51,8.28,9.1,4,2.46,0
 385-4165,116, no, no,0,211.3,91,35.92,190.9,116,16.23,184.1,134,8.28,6.3,4,1.7,2
 365-8541,145, no, no,0,219,98,37.23,176.1,109,14.97,166.3,132,7.48,6.8,3,1.84,2
 417-6290,126, no, no,0,284,92,48.28,199.7,78,16.97,203.4,141,9.15,6.6,2,1.78,1
 393-6536,180, no, no,0,174.1,94,29.6,147.1,93,12.5,216.9,108,9.76,16.2,3,4.37,1
 421-3115,67, no, no,0,124,77,21.08,222.2,95,18.89,151.2,111,6.8,13.1,2,3.54,0
 393-7275,38, no, yes,38,175.6,127,29.85,260.5,118,22.14,199.5,109,8.98,12.3,2,3.32,2
 334-8646,164, no, yes,32,111.7,116,18.99,133.9,93,11.38,176.5,76,7.94,8,5,2.16,1
 380-3894,119, no, no,0,37.4,102,6.36,182.3,115,15.5,191.9,100,8.64,8.3,5,2.24,2
 418-3129,74, no, no,0,201.4,112,34.24,109.6,71,9.32,200.2,135,9.01,10.7,2,2.89,1
 352-9179,18, no, no,0,156,88,26.52,213.8,127,18.17,244.9,113,11.02,11.4,9,3.08,1
 385-5069,93, no, no,0,162.9,103,27.69,243.6,97,20.71,172.4,111,7.76,7,5,1.89,4
 342-5240,64, no, yes,18,211.4,111,35.94,150.8,67,12.82,216.5,87,9.74,10.5,2,2.84,2
 360-9919,103, no, no,0,170.6,79,29,144.8,126,12.31,193.6,102,8.71,6,3,1.62,0
 364-8121,121, no, no,0,203.9,126,34.66,267.3,107,22.72,221.9,72,9.99,10.5,2,2.84,3
 343-5656,108, no, no,0,157.3,83,26.74,162.8,75,13.84,112,101,5.04,9.7,4,2.62,1
 363-1245,112, no, no,0,172.7,112,29.36,244.5,83,20.78,242.3,68,10.9,4.1,1,1.11,0
 364-6062,77, no, no,0,196.6,87,33.42,117.7,103,10,124.9,100,5.62,11.4,3,3.08,2
 421-5052,68, no, yes,43,147.7,95,25.11,259.3,108,22.04,237.1,106,10.67,8.9,8,2.4,3
 330-4402,83, yes, no,0,197.6,105,33.59,177.5,96,15.09,126.8,100,5.71,9.2,1,2.48,3
 377-6138,87, no, yes,18,186.7,74,31.74,220,77,18.7,224.6,137,10.11,12,4,3.24,1
 392-1345,43, no, yes,39,198.5,104,33.75,163.1,107,13.86,212.2,125,9.55,10.8,2,2.92,1
 413-9842,113, no, no,0,161.1,133,27.39,205.3,95,17.45,60.3,93,2.71,12.2,2,3.29,2
